docid	allcopiesofwork	author	authordate	category	copiesin25yrs	enumcron	firstpub	gender	genres	hathiadvent	imprint	inferreddate	latestcomp	nationality	pseudonym	realname	shorttitle	subjects
coo.31924022000370	7	Atherton, Gertrude Franklin Horn	1857-1948.	novel	7	v.2		f	Fiction|NotFiction	contemporary	Leipzig;B. Tauchnitz;1910.	1910	1910	us			Tower of ivory; a novel	
nyp.33433076088826	4	Kester, Vaughan	1869-1911.	novel	4			m	Fiction	contemporary	Indianapolis;The Bobbs-Merrill Company;c1912	1912	1911	us			The just and the unjust	
nyp.33433076024490	2	Luther, Mark Lee	1872-1951.	novel	2			m	Fiction	contemporary	New York;London;Harper & Brothers;1912.	1912	1912	us			The woman of it	
loc.ark+=13960=t6640824t	4	Smith, Francis Hopkinson	1838-1915.	novel	4			m		contemporary	Garden City, N.Y.;Doubleday, Page;1913.	1913	1913	us			In Thackeray's London	Literary landmarks|London|Thackeray, William Makepeace|England|London (England)|Description and travel|1811-1863
nyp.33433076038839	2	Bower, B. M, Mrs	1874-1940.	novel	2			f	Fiction	contemporary	Boston;Little, Brown;1917.	1917	1917	us	Bower, B.M.	Sinclair, Bertha Muzzy	Starr, of the desert	
mdp.39015047544880	14	Cather, Willa	1873-1947.	novel	6			f	Domestic fiction|Western stories|NotFiction|Novel|Bibliographies|Fiction|UnknownGenre	contemporary	Boston;New York;Houghton Mifflin company;1918	1918	1918	us			My Ántonia	Women pioneers|Married women|Farm life|Farmers' spouses|Fiction|Czech Americans|Women immigrants|Fiction|Frontier and pioneer life|Social life and customs|Friendship
nyp.33433007668738	2	Murrill, William A	1869-1957.	nonfic	2			u	Juvenile audience|NotFiction	contemporary	New York city;W. A. Murrill;1918.	1918	1918				Billy, the boy naturalist;	Natural history|Juvenile literature
mdp.39015000610488	7	Woolf, Virginia	1882-1941.	novel	2			f	Fiction|UnknownGenre|NotFiction	contemporary	London;Duckworth;1919.	1919	1919	uk			Night and day	
mdp.39015018609274	2	Maharani of Cooch Behar, Sunity Devee	1864-1932	novel	2			f	UnknownGenre	contemporary	Calcutta;Thacker;Spink;1919.	1919	1919	in		Devi, Suniti	Nine ideal Indian women	Hindu mythology
uc2.ark+=13960=t4kk9mx8v	4	Oppenheim, E. Phillips (Edward Phillips)	1866-1946.	novel	3			m	Fiction	contemporary	Boston;Little, Brown, & company;1920.	1920	1920	uk		Oppenheim, E. Phillips	The great impersonation	
uc2.ark+=13960=t0ks6kn95	2	Corcoran, Brewer	b. 1877.	novel	2			m		contemporary	Boston;The Page Company;1921.	1921	1921	us			The Princess Naida	
uc1.l0072688435	3	Freeman, Lewis R. (Lewis Ransome)	1878-1960	novel	3			m	Fiction	contemporary	New York;Dodd, Mead;1921.	1921	1921	us			Hell's hatches	Fiction
uc1.32106006030628	9	Hudson, W. H. (William Henry)	1841-1922.	novel	5	v.13	1904.0	m	NotFiction	contemporary	London, J.M. Dent;New York;E.P. Dutton;1922-1923	1922	1922	ar			Green mansions	1841-1922|(William Henry)|Hudson, W. H
nyp.33433074807904	5	Ferber, Edna	1887-1968.	novel	5			f	Fiction	contemporary	Garden City, New York;Doubleday, Page & Company;1922.	1922	1922	us			Gigolo	
uc1.$b300839	2	Hecht, Ben	1894-1964.	novel	2			m	Fiction	contemporary	New York|Boni and Liveright|c1923.	1923	1923	us			The Florentine dagger : a novel for amateur detectives	
mdp.39015059404106	2	Ervine, St. John G. (St. John Greer)	1883-1971.	novel	2			m	Fiction	contemporary	New York|The Macmillan company|1927.	1927	1927	ir		Ervine, St. John Greer	The wayward man	
mdp.39015003929760	2	Gibbs, Philip	1877-1962.	novel	2			m	Fiction|NotFiction	contemporary	London|Hutchinson & co., ltd.|1928	1928	1928	uk			The age of reason, a novel	
uc1.$b242800	3	Kaye-Smith, Sheila	1887-1956.	novel	3			f	Fiction|NotFiction	contemporary	London|Cassell and company, ltd.|1930	1930	1930	uk			Shepherds in sackcloth	
mdp.39015008170220	2	Schnitzler, Arthur	1862-1931.	novel	2			m	NotFiction	contemporary	New York|Simon and Schuster|1931.	1931	1931	aus			Viennese novelettes	
uc1.$b87138	2	Coffin, Robert P. Tristram (Robert Peter Tristram)	1892-1955.	novel	2			m	Fiction	contemporary	New York|The Macmillan Company|1935.	1935	1935	us		Coffin, Robert Peter Tristram	Red sky in the morning	
uc1.$b70998	2	Salminen, Sally	1906-1976	novel	2		1936.0	f	Fiction	contemporary	New York|Farrar & Rinehart|c1937.	1937	1937	fin			Katrina	
mdp.39015059405558	2	Kaye-Smith, Sheila	1887-1956.	shortstories	2			f	Fiction	contemporary	New York and London|Harper & brothers|1938.	1938	1938	uk			Faithful stranger, and other stories	
miun.afy8947.0002.001	22	Richardson, Dorothy M. (Dorothy Miller)	1873-1957.	novel	15	2.001		f	Fiction|NotFiction	contemporary	New York|A. A. Knopf|1938	1938	1938	uk		Richardson, Dorothy Miller	Pilgrimage	Women|Women authors|England|Fiction|Social life and customs|Autobiographical fiction, English|20th century
miun.afy8947.0003.001	22	Richardson, Dorothy M. (Dorothy Miller)	1873-1957.	novel	15	3.001		f	Fiction|NotFiction	contemporary	New York|A. A. Knopf|1938	1938	1938	uk		Richardson, Dorothy Miller	Pilgrimage	Women|Women authors|England|Fiction|Social life and customs|Autobiographical fiction, English|20th century
mdp.39015063917739	2	Ertz, Susan	1887-1985	novel	2			f	Fiction	contemporary	New York|London|D. Appleton-Century company, incorporated|1939.	1939	1939	us			One fight more	
inu.32000007478300	3	O'Hara, John	1905-1970.	novel	3			m	Fiction|NotFiction	contemporary	New York|Duell, Sloan and Pearce|c1940	1940	1940	us			Pal Joey	
uc1.b4354417	2	Stong, Phil	1899-1957.	shortstories	2			m	UnknownGenre|NotFiction	contemporary	Garden City, N.Y.|Garden City Pub. Co|1941.	1941	1941	us			The other worlds: 25 modern stories of mystery and imagination	Short stories, American
mdp.39015019181331	3	Davenport, Marcia	1903-1996.	novel	2			f	Fiction	contemporary	New York|C. Scribner's sons|1942.	1942	1942	us			The valley of decision	
uc1.b3446809	2	Strasser, Otto	1897-1974	novel	2			m	NotFiction	contemporary	New York|R. M. McBride & company|1943	1943	1943	de			Flight from terror	1933-1945|History|National socialism
uc1.$b87322	2	Frankau, Gilbert	1884-1952.	novel	2			m	Fiction|NotFiction	contemporary	New York|E. P. Dutton & Co.|1943.	1943	1943	uk			World without end:  a novel	
mdp.39015024848122	2			shortstories	2			u	Fiction	contemporary	New York|London|Whittlesey House, McGraw-Hill Book Company, Inc.|1944	1944	1944				It's a woman's world, a collection of stories from Harper's bazaar	Short stories
uc1.b3835564	3	Gogarty, Oliver St. John	1878-1957.	novel	3			m	Fiction	contemporary	New York|Creative age press|1945	1945	1945	ir			Mr. Petunia	
mdp.39015066681480	3	Pritchett, V. S. (Victor Sawdon)	1900-1997.	novel	3			m	Fiction|UnknownGenre|NotFiction	contemporary	London|Chatto & Windus|1945.	1945	1945	uk			It may never happen : and other stories	
uc1.b3934391	2	Caṭṭopādhyāya, Śaratcandra	1876-1938.	novel	2		1933.0	m	UnknownGenre	contemporary	Benares|Indian Publishers|1945	1945	1938	in		Chattopadhyay, Sarat Chandra	Srikanta, the autobiography of a wanderer	
pst.000029586332	4	Hobson, Laura Keane Zametkin	1900-1986	novel	3			f	Fiction|NotFiction	contemporary	New York|Avon Books|1968, c1947].	1947	1947	us			Gentleman's agreement	Antisemitism|Jews|United States|Fiction
mdp.39015008540703	2	Cronin, A. J. (Archibald Joseph)	1896-1981.	novel	2			m	Bookplates (Provenance)|Fiction|Publishers' advertisements	contemporary	Boston|Little, Brown and Company|1948.	1948	1948	uk		Cronin, Archibald Joseph	Shannon's way	
mdp.39015000632243	4	Lawrence, D. H. (David Herbert)	1885-1930.	novel	4		1926.0	m	Bibliographies|Fiction|Quetzalcoatl (Aztec deity)|NotFiction	contemporary	Melbourne|London [etc.|W. Heinemann ltd.|1948	1948	1930	uk		Lawrence, David Herbert	The plumed serpent	Fiction|Aztec mythology
uc1.$b105983	2	Williams, Ben Ames	1889-1953.	novel	2			m	NotFiction	contemporary	Boston|Houghton Mifflin|1950.	1950	1950	us			Owen Glen	
mdp.39015039779825	2	Horstmann, Lali	1898-1954	novel	2			m	NotFiction	contemporary	Boston|Houghton Mifflin|1954.	1954	1954	de			We chose to stay	Personal narratives, German|World War, 1939-1945
uc1.$b189642	2	Mauriac, François	1885-1970.	novel	2			m	NotFiction	contemporary	London|Eyre & Spottiswoode|1954	1954	1954	fr			Flesh and blood (La chair et le sang)	
uc1.$b323008	2	Bellasis, M. (Margaret)		novel	2			f	NotFiction	contemporary	New York|Coward-McCann|1955, c1954	1955	1955			Bellasis, Margaret	Mrs. Betsey	
mdp.39015016452883	2	Avery, Ira		novel	2			m	Fiction	contemporary	Indianapolis|Bobbs-Merrill|1955	1955	1955				The five fathers of Pepi	
mdp.39015016445929	2	Chase, Ilka	1905-1978.	novel	2			f	Fiction	contemporary	Garden City, N.Y.|Doubleday|1956.	1956	1956	us			The island players	
uc1.$b686387	3	Shaw, Bernard	1856-1950.	novel	3			m	Bibliographies|NotFiction	contemporary	London|Constable|New York|Dodd, Mead|1958	1958	1950				An unfinished novel	
mdp.39015005003556	2	Anand, Mulk Raj	1905-2004.	novel	2			m	Fiction|NotFiction	contemporary	Bombay|Kutub-Popular|1960	1960	1960	in			The old woman and the cow	
inu.32000002543876	3	Waugh, Auberon	1939-2001	novel	3			m	Fiction|UnknownGenre	contemporary	London|Chapman & Hall|1960.	1960	1960	uk		Waugh, Auberon Alexander	The foxglove saga	
uc1.32106010984984	3	Zoshchenko, Mikhail	1895-1958.	shortstories	3			m	UnknownGenre|NotFiction	contemporary	Ann Arbor|University of Michigan Press|1961	1961	1958	ru			Scenes from the bathhouse, and other stories of Communist Russia	Fiction|Social life and customs
mdp.39015002754367	2	Salamanca, J. R	1922-2013	novel	2			m	Fiction	contemporary	New York|Simon and Schuster|1961.	1961	1961	us		Salamanca, Jack Richard	Lilith	
uc1.b3295312	2	White, Robin	1928-	novel	2			u	Fiction	contemporary	New York|Atheneum|1962 [c1961	1961	1961				Foreign soil:  tales of South India	
mdp.39015000017445	3	Hill, Herbert	1924-2004.	shortstories	3			u	NotFiction	contemporary	New York|Knopf|1963.	1963	1963				Soon, one morning; new writing by American Negroes, 1940-1962	Literary collections|African American authors|American literature|African Americans|20th century
hvd.hwki32	4	Lartéguy, Jean	1920-2011	novel	4			m	Fiction	contemporary	New York|Dutton|1965.	1965	1965	fr	Lartéguy, Jean		Yellow fever	
uc1.b4091387	2	Kersh, Gerald	1911-1968.	novel	2			m	Fiction	contemporary	New York|New American Library|1966	1966	1966				The angel and the cuckoo	
uc1.b3445406	2	Raeside, Ian		shortstories	2	copy 2		m	NotFiction	contemporary	Bombay|New York|Asia Pub. House|1966	1966	1966				The rough and the smooth	Short stories, English|Translations from Marathi|Translations into English|Short stories, Marathi
mdp.39015008527270	4	Agee, James	1909-1955.	shortstories	4			m	ContainsBiogMaterial|NotFiction	contemporary	Boston|Houghton Mifflin|1968.	1968	1955	us			The collected short prose of James Agee	
mdp.39015005172427	2	Tchernowitz-Avidar, Yemimah	1909-1998	novel	2		1966.0	f	Fiction	contemporary	Ramat-Gan|Massada|1969	1969	1969	is			The daughter:  the diary of an Israeli girl	
mdp.39015014765625	4	Dimitrova, Blaga	1922-2003	novel	4			f	Fiction	contemporary	London|Cassell|1969.	1969	1969	bu			Journey to oneself	
mdp.39015033399810	2	Wandera, Billy Ogana		novel	2			m	Fiction	contemporary	Kampala|East African Literature Bureau|1970	1970	1970	kn			Hand of chance	
uc1.32106009833432	4	Southern, Terry	1924-1995	novel	3			m	Fiction|UnknownGenre	contemporary	New York|The World Pub. Co.|1970	1970	1970	us			Blue movie	Fiction|Motion picture industry|Motion picture producers and directors
mdp.39015032991245	3	Brunner, John	1934-1995.	novel	3			m	Fiction	contemporary	Garden City, N.Y.|Doubleday|1971.	1971	1971	uk			The wrong end of time	
mdp.39015004314418	2	Matthews, Jack	1925-2013	novel	2			m	Fiction	contemporary	New York|Harcourt Brace Jovanovich|1971	1971	1971	us			The tale of Asa Bean	Warehouses|Fiction|Gifted persons|Employees
uc1.b4410384	2	Simmen, Edward		shortstories	2			m	Bibliographies|Fiction	contemporary	New York|New American Library|1971	1971	1971	us			The Chicano: from caricature to self-portrait. -	American fiction|Fiction|Mexican Americans|20th century
mdp.39015008170840	10	Oz, Amos	1939-	novel	10		1968.0	m	[distributed by Random House|1972.	contemporary	New York|Knopf	1972	1972	is			My Michael	Fiction
uc1.b4359205	2			shortstories	2			u	NotFiction	contemporary	Leiden|Brill|1973.	1973	1973				The saint's lamp and other stories	Fiction|Social life and customs|Translations into English
mdp.39015009064232	2	Murdoch, Iris	1919-1999	novel	2			f	Fiction|UnknownGenre	contemporary	New York|Viking Press|1974	1974	1974	uk			The sacred and profane love machine	
mdp.39015004246461	3	Lessing, Doris May	1919-2013	novel	3			f	Fiction|NotFiction	contemporary	London|Octagon|1974	1974	1974	uk			The memoirs of a survivor	
mdp.49015000715624	4	Major, Clarence	1936-	novel	4			m	Psychological fiction|Fiction|Detective and mystery stories	contemporary	New York|Fiction Collective : distributed by G. Braziller|c1975.	1975	1975	us			Reflex and bone structure	Psychology|Fiction|Writer's block|Authorship|Novelists|Detective and mystery stories
mdp.39015005905743	5	French, Marilyn	1929-2009.	novel	5			f	Fiction|NotFiction	contemporary	New York|Summit Books|c1977.	1977	1977	us			The women's room	Social conditions|United States|Women|Fiction|Literature, Modern|Middle-aged women|Feminists
uc1.32106008270388	3	Camara, Laye	1928-1980	novel	3		1978.0	m	Fiction|NotFiction	contemporary	London|Fontana|1980.	1980	1980	gui			The guardian of the word : Kouma Lafôlô Kouma	Social life and customs|Storytellers|Folklore|Africa, West|History|Mandingo (African people)|Oral tradition
uc1.b3462037	5	Johnson, Charles (Charles Richard)	1948-	novel	5			m	Adventure fiction|Humorous fiction|NotFiction|Adventure stories|Fiction|Historical fiction	contemporary	Bloomington|Indiana University Press|c1982.	1982	1982	us			Oxherding tale	Fiction|Slaves|Slavery|African American men|History|19th century|African Americans
mdp.39015008824362	3	Abrahams, Roger D		shortstories	3			u	Bibliographies|NotFiction	contemporary	New York|Pantheon Books|c1983.	1983	1983				African folktales : traditional stories of the Black world	Africa, Sub-Saharan|Tales
inu.39000004044652	3	Figes, Eva	1932-2012	novel	3			f	Fiction	contemporary	New York|Pantheon Books|1983.	1983	1983	uk			Light	
inu.39000004120742	2	Chase, Joan	1936-2018	novel	2			f	Fiction	contemporary	Boston, Mass.|G.K. Hall|1983.	1983	1983	us			During the reign of the Queen of Persia : a novel	Large type books
mdp.39015062074730	2	Cisneros, Sandra	b. 1954	novel	2			f	Fiction	contemporary	Houston|Arte Público Press|c1985.	1985	1985	us			The house on Mango Street	Hispanic Americans|Illinois|Chicago|Fiction|Girls
mdp.39015053246966	2			shortstories	2			u	Fiction	contemporary	Dublin|Wolfhound Press|1986.	1986	1986				Triad : modern Irish fiction	Irish authors|English fiction|Fiction|20th century
mdp.39015016980289	2			shortstories	2			u	Fiction	contemporary	Bombay|BEST Sindhi Sabha|1987.	1987	1987				Sindhi short stories	Short stories, Sindhi|Short stories, English|Translations into English|Translations from Sindhi
uc1.b4975910	2	Haslam, Gerald W	b. 1937	shortstories	2			m	Fiction	contemporary	Reno|University of Nevada Press|c1990.	1990	1990	us			That constant coyote : California stories	Fiction
mdp.39015047522399	2	Millhauser, Steven	b. 1943	shortstories	2			m	Fiction	contemporary	New York|Poseidon Press|1990.	1990	1990	us			The Barnum Museum : stories	
mdp.39015018471386	2	Swick, Marly A	1949-	shortstories	2			f	Fiction	contemporary	Iowa City|University of Iowa Press|1990.	1990	1990	us			A hole in the language	Manners and customs|Fiction
mdp.39015034928328	2	Kurtz, Don	b. 1948	novel	2			m	Fiction	contemporary	San Francisco|Chronicle Books|c1995.	1995	1995	us			South of the big four	Farm life|Fiction|Indiana
mdp.39015041294490	2	Theroux, Paul	b. 1941	shortstories	2			m	Fiction|NotFiction	contemporary	New York|Viking|c1997.	1997	1997	us			The collected stories	
mdp.39015047112506	2	Ridley, John	1965-	novel	2			m	Adventure stories|Love stories|Fiction	contemporary	New York|Knopf|1998.	1998	1998	us			Love is a racket : a novel	Swindlers and swindling|Fiction|California|Los Angeles
mdp.39015022887551	2			shortstories	2			u	Fiction	contemporary	Karachi|New York|Oxford University Press|1999.	1999	1999				Colours of loneliness	South Asian authors|Urdu fiction
mdp.39015048767860	2	Kennedy, A. L	b. 1965	novel	2			f	Domestic fiction|Psychological fiction|Fiction	contemporary	London|Jonathan Cape|1999.	1999	1999	uk		Kennedy, Alison Louise	Everything you need	Loneliness|Teenage girls|Islands|Psychology|Fathers and daughters|Fiction|Authors
mdp.39015049673976	2	Jabrā, Jabrā Ibrāhīm	1920-1994	novel	2			m	Novel|Political fiction	contemporary	Syracuse, NY|Syracuse University Press|c2000	2000	2000	pl			In search of Walid Masoud : a novel	Palestinian Arabs|Jewish-Arab relations|Fiction
mdp.39015051311986	2	Lustig, Arnošt	1926-2011	novel	2			m	Fiction	contemporary	Evanston, Ill.|Northwestern University Press|c2001	2001	2001	cz			The house of returned echoes	
mdp.39015061860105	2	De Souza, Eunice	1940-2017	shortstories	2			m	Fiction	contemporary	New Delhi|New York, NY|Puffin Books|2004.	2004	2004	in			101 folktales from India	India|Legends
mdp.39015062548295	2	Von Schlegell, Mark		novel	2			m	Fiction|Science fiction	contemporary	Cambridge, Mass|London|Semiotext(e)|2005	2005	2005	us			Venusia :ba true story	
mdp.39015063688389	2	Roiphe, Anne Richardson	1935-	novel	2			f	Fiction|Historical fiction|Medical novels	contemporary	New York|Shaye Areheart Books|c2006.	2006	2006	us			An imperfect lens : a novel	Epidemics|Fiction|Cholera|French|Egypt|Scientists
uc1.32106018661527	2	Hill, Robert	1956-	novel	2			m	Fiction	contemporary	Saint Paul, Minn.|Graywolf Press|c2006	2006	2006	us			When all is said and done : a novel	Fiction|New York (State)|Jewish families|Working mothers
mdp.39015066810543	2	Bernhard, Thomas	1931-1989	novel	2			m	Fiction	contemporary	New York|Knopf|2006	2006	2006	aus			Frost	Medical students|Fiction|James, Henry|Appreciation|Artists|1843-1916
uc1.32106018946910	2	Kirino, Natsuo	1951-	novel	2			f	Fiction	contemporary	New York|Alfred A. Knopf|2007	2007	2007	jp	Kirino, Natsuo	Hashioka, Mariko	Grotesque	Prostitutes|Social life and customs|Fiction|Japan|Tokyo
mdp.39015073934724	2	Rogler, Lloyd H. (Lloyd Henry)	1930-	nonfic	2			m	Fiction	contemporary	Walnut Creek, CA|Left Coast Press|c2008.	2008	2008	pr			Barrio professors : tales of naturalistic research	Fiction|Social scientists
uiuo.ark+=13960=t3bz6wf26	4	Helme, Elizabeth	d. 1814?	novel	4	v.4		f		contemporary	London;Printed for Earle and Hemet;1801.	1801	1801	uk			St. Margaret's cave	
hvd.hn2hei	2	Semple, Elizabeth	fl. 1804-1816.	juvenile	2	v.1		f	Juvenile audience|Fiction	contemporary	London;Printed for E. Lloyd ...;1801.	1801	1801	uk			Summer rambles, or, Conversations, instructive and entertaining : for the use of children : dedicated (by permission) to Her Royal Highness The Princess Charlotte of Wales	Conduct of life|Children
mdp.39076006602267	10	Mackenzie, Henry	1745-1831.	novel	7	v.3	1777.0	m	Bibliographies|Fiction|NotFiction	contemporary	Edinburgh;Printed by J. Ballantyne and co. for A. Constable and co.; [etc., etc.;1808.	1808	1808	uk			Julia de Roubigné	Lord|1711-1792|1745-1795|Tytler, William|Blacklock, Thomas|Abercromby, Alexander Abercromby|1721-1791
uiuo.ark+=13960=t9x06cv0p	9	Burney, Sarah Harriet	1772-1844.	novel	9	v.1		f	NotFiction	contemporary	London;Printed for G. Wilkie and J. Robinson;1808.	1808	1808	uk			Geraldine Fauconberg	
njp.32101069165098	9	Burney, Sarah Harriet	1772-1844.	novel	9	vol. 2		f	NotFiction	contemporary	London;Printed for G. Wilkie and J. Robinson;1808.	1808	1808	uk			Geraldine Fauconberg	
uiuo.ark+=13960=t5v705989	5	Hook, Theodore Edward	1788-1841.	novel	3	v.1		m	Fiction	contemporary	London;S. Tipper;1808.	1808	1808	uk			The man of sorrow;	
