docid	recordid	oclc	locnum	author	authordate	imprint	inferreddate	datetype	startdate	enddate	imprintdate	place	enumcron	materialtype	language	subjects	genres	geographics	contents	title
uc1.$b236097	006493889	10363327		Coolidge, Dane,	1873-1940.	New York|Dutton & Co.|c1928	1928	s	1928	    	1928	nyu		monograph	eng		Fiction			Gun-Smoke / | $c: by Dane Coolidge.
uc1.$b236141	006493920	6209817	PZ3.D2478No	Darling, Esther Birdsall.		New York|Wm. Penn publishing corp.|1942.	1942	s	1942	    	1942	nyu		monograph	eng		Fiction			No boundary line / | $c: by Esther Birdsall Darling.
uc1.$b236166	006493937	1938900	PZ3.D2925I	Davis, Elmer Holmes,	1890-1958.	New York|Robert M. McBride & Company|1924.	1924	s	1924	    	1924	nyu		monograph	eng		Fiction			I'll show you the town / | $c: by Elmer Davis.
uc1.$b236170	006493940	1872885	PZ3.D2925Ti	Davis, Elmer Holmes,	1890-1958.	New York|Robert M. McBride & Company|1923.	1923	s	1923	    	1923	nyu		monograph	eng		Fiction			Times have changed / | $c: by Elmer Davis.
uc1.$b236173	006493943	3698128	PZ3.D2939Ro	Davis, J. Frank (James Francis),	1870-1942.	Indianapolis|New York|The Bobbs-Merrill company|c1936	1936	s	1936	    	1936	inu		monograph	eng	Houston, Sam|San Jacinto, Battle of, Tex., 1836|1793-1863|History | Fiction|Revolution, 1835-1836|Fiction	Fiction	Texas		The road to San Jacinto, | $c: by J. Frank Davis.
uc1.$b236209	006493972	1853746	PZ3.D3913HoPS3507.E5344	Demarest, Phyllis Gordon.		New York|The Macaulay Company|1930.	1930	s	1930	    	1930	nyu		monograph	eng		Fiction			Hollywood gold / | $c: by Phyllis Gordon Demarest ...
uc1.$b236211	006493973	1827048	PZ3.D3913Ch	Demarest, Phyllis Gordon.		New York|The Macaulay company|1929	1929	s	1929	    	1929	nyu		monograph	eng		Fiction			Children of Hollywood, | $c: by Phyllis Gordon Demarest.
uc1.$b236227	006493982	1022505		De Voto, Bernard Augustine,	1897-1955.	New York|The Macmillan company|1926.	1926	s	1926	    	1926	nyu		monograph	eng		Fiction			The chariot of fire; | an American novel, | $c: by Bernard De Voto.
uc1.$b236228	006493983	3424226	PZ3.D4994Cr	De Voto, Bernard Augustine,	1897-1955.	New York|Minton, Balch & Company|1924.	1924	s	1924	    	1924	nyu		monograph	eng		Fiction			The crooked mile, | $c: by Bernard De Voto.
uc1.$b236229	006493984	3500581	PZ3.D4994Ho	De Voto, Bernard Augustine,	1897-1955.	New York|The Macmillan Co.|1928.	1928	s	1928	    	1928	nyu		monograph	eng		Fiction			The house of sun-goes-down / | $c: by Bernard De Voto.
uc1.$b236232	006493986	7992301		Frank, Waldo David,	1889-1967.	New York|Boni and Liveright|1923.	1923	s	1923	    	1923	nyu		monograph	eng		Fiction			The unwelcome man ; | a novel / | $c: by Waldo Frank.
uc1.$b236235	006493988	2720660	PZ3.F85Ge	Frankau, Gilbert,	1884-1952.	New York|The Century Co.|c1924	1924	s	1924	    	1924	nyu		monograph	eng		Fiction			Gerald Cranston's lady, | $c: by Gilbert Frankau.
uc1.$b236287	006494015	1389106	PZ4.C5915So	Clark, Billy C.		New York|Crowell|1957	1957	s	1957	    	1957	nyu		monograph	eng		Fiction			Song of the river. | $c: Drawings by Ezra Jack Keats.
uc1.$b236311	006494027	2777715		Coblentz, Stanton Arthur,	1896-1982.	New York.|Cosmopolitan Book Corp.|1929.	1929	s	1929	    	1929	nyu		monograph	eng		Fiction			The wonder stick / | $c: by Stanton A. Coblentz ; illustrated by S. Glanckoff.
uc1.$b237175	006494534	4653114	HC106.3.R63	Ross, Connor D.,	1894-	Boston|Meador Publishing Company|1936.	1936	s	1936	    	1936	mau		monograph	eng	Individualism|Economic policy	Fiction	United States		The sphere of individualism, | $c: by Connor D. Ross.
uc1.$b239356	006495804	1889981	PE1127.S3C5 no. 2			Chicago|A. Whitman & co.|1939.	1939	s	1939	    	1939	ilu		monograph	eng	Petrology	Fiction			The book of stones, | compiled and written by the Federal writers' project, Work projects administration, commonwealth of Pennsylvania...
uc1.$b242597	006497563	1710849	PZ4.D5795Ou	Dillon, Jack,	1923-	New York|Ballantine Books|1958].	1958	s	1958	    	1958	nyu		monograph	eng		Fiction			Our kind of people.
uc1.$b242627	006497584	6553468		Dorrance, James French,	b. 1879.	New York|The Macaulay company|c1928	1928	s	1928	    	1928	nyu		monograph	eng		Fiction			The Rio rustlers, | $c: by James French Dorrance ...
uc1.$b242629	006497585	2935834	PZ3.M3423Lo	Marks, Percy,	1891-1956.	New York & London|The Century co.|c1927	1927	s	1927	    	1927	nyu		monograph	eng		Fiction			Lord of himself, | $c: by Percy Marks.
uc1.$b242637	006497591	1742845		Mansfield, Paul H.,	1922-	N. Y.|Macmillan|1958 [c1957	1958	s	1958	    	1958	nyu		monograph	eng		Fiction			Final exposure.
uc1.$b242710	006497633	30148842	PZ4.K446Jad	Khaw, Guat Hoon		New York|Pageant Press|1960	1960	s	1960	    	1960	nyu		monograph	eng		Fiction			The jade is green.
uc1.$b242756	006497666	1748202		Egerton, Denise.		New York|I. Washburn|1958.	1958	s	1958	    	1958	nyu		monograph	eng		Fiction			Design for an accident.
uc1.$b242857	006497736	30111553		jr., Fox, John,	1862-	New York|C. Scribner's sons|1923.	1923	s	1923	    	1923	nyu		monograph	eng		Fiction			The trail of the lonesome pine, | $c: by John Fox, Jr.; illustrated by F.C. Yohn.
uc1.$b242896	006497769	1011551		Freedman, Benedict.		New York|Holt|1957	1957	s	1957	    	1957	nyu		monograph	eng		Fiction		[1st ed.]	Lootville: | a novel, | $c: by Benedict and Nancy Freedman.
uc1.$b242954	006497807	6516405	PZ3.G4863Li	Glenn, Isa.		New York|A. A. Knopf|1927.	1927	s	1927	    	1927	nyu		monograph	eng		Fiction			Little pitchers, | $c: by Isa Glen.
uc1.$b243107	006497901	3885218		Hergesheimer, Joseph,	1880-1954.	New York|Alfred A. Knopf|1923.	1923	s	1923	    	1923	nyu		monograph	eng		Fiction			Tol'able David / | $c: Joseph Hergesheimer.
uc1.$b243115	006497905	27119047		Hergesheimer, Joseph,	1880-1954.	New York|Knopf|1923.	1923	c	1923	1918	1923	nyu		monograph	eng		Fiction		Popular ed.	Java Head / | $c: by Joseph Hergesheimer.
uc1.$b243136	006497917	9156814	PZ3.H36455Bo	Held, John,	1889-1958.	New York|The Vanguard press|c1932	1932	s	1932	    	1932	nyu		monograph	eng		Fiction			A bowl of cherries, | $c: by John Held, jr., with illustrations by the author.
uc1.$b243137	006497918	3693712		James, Robert.		Garden City, N.Y.|Published for the Crime Club by Doubleday|1952.	1952	s	1952	    	1952	nyu		monograph	eng		Fiction		1st ed.	Death wears pink shoes / | $c: by Robert James.
uc1.$b243147	006497923	1704269	PZ3.H4147Re	Herbert, F. Hugh (Frederick Hugh),	1897-	New York|G.P. Putnam's Sons|c1939	1939	s	1939	    	1939	nyu		monograph	eng		Fiction			The revolt of Henry, | $c: by F. Hugh Herbert.
uc1.$b243159	006497930	19242000		Gregory, Jackson,	1882-1943.	New York|Grosset & Dunlap|c1938	1938	s	1938	    	1938	nyu		monograph	eng		Fiction			Mysterious rancho.
uc1.$b243372	006498090	6498147	PZ3.H7388Bat	Holmes, W. J. (Wilfred Jay),	1900-1986.	New York|The Macmillan company|1940.	1940	r	1940	    	1940	nyu		monograph	eng		Fiction			Battle stations! | $c: By Alec Hudson [pseud.]
uc1.$b243374	006498092	28536607	PZ3.H87206B1	Hughes, Dorothy B. (Dorothy Belle),	1904-1993.	New York|Duell, Sloan and Pearce|c1943.	1943	s	1943	    	1943	nyu		monograph	eng		Fiction		1st ed.	The Blackbirder / | $c: Dorothy B. Hughes.
uc1.$b243488	006498171	1425142	PZ3.M3855Val	Mason, F. van Wyck (Francis van Wyck),	1901-	Garden City, N.Y.|Doubleday|1950 [c1946	1950	c	1950	1946	1950	nyu		monograph	eng	1732-1799|Fiction|Washington, George	Fiction		[1st ed.]	Valley Forge: 24 December 1777.
uc1.$b243498	006498177	14869178		Merwin, Samuel,	1874-1936.	New York|J. H. Sears|1926.	1926	s	1926	    	1926	nyu		monograph	eng		Fiction			The entertaining angel / | $c: by Samuel Merwin ; illustrations by Lansing C. Holden, Jr.
uc1.$b243511	006498188	631592		Means, E. K. (Eldred Kurtz),	1878-1957.	New York|Brentano's|1931.	1931	s	1931	    	1931	nyu		monograph	eng	African Americans|Fiction	Fiction			Black fortune, | $c: by E. K. Means.
uc1.$b243541	006498203	8122179		Miller, Mary Britton,	1883-1975.	New York|C. Scribner's Sons|1946.	1946	s	1946	    	1946	nyu		monograph	eng		Fiction			Do I wake or sleep, | $c: by Isabel Bolton [pseud.]
uc1.$b243543	006498205	1184030	PZ3.M61573Man	Miller, Mary Britton,	1883-1975.	New York|Scribner|1952.	1952	s	1952	    	1952	nyu		monograph	eng		Fiction			Many mansions | $c: [by] Isabel Bolton [pseud.]
uc1.$b243578	006498223	16520708	PZ3.O342Ro	Ogden, George W. (George Washington),	1871-1966.	Chicago|A.C. McClurg & Co.|1925.	1925	s	1925	    	1925	ilu		monograph	eng		Fiction			The road to Monterey / | $c: by George W. Ogden ...
uc1.$b243581	006498226	16573143		Ogden, George W. (George Washington),	1871-1966.	New York|Dodd, Mead|1927.	1927	s	1927	    	1927	nyu		monograph	eng		Fiction			Short grass / | $c: by George W. Ogden ...
uc1.$b243655	006498277	30118683		Morley, Christopher,	1890-1957.	Garden City, N.Y.|Garden City Publishing Co.|1932?	1932	s	1932	    	1932	nyu		monograph	eng		Fiction			The haunted bookshop.
uc1.$b243726	006498318	1747539	PZ3.W93104Th	Wright, Constance.		New York|E. P. Dutton & co., inc.|c1938	1938	s	1938	    	1938	nyu		monograph	eng		Fiction			Their ships were broken, | $c: by Constance Wright.
uc1.$b243729	006498319	6569992		Mrs. Wright, Corinne King,		Los Angeles, Calif.|Wetzel publishing co., inc.|1931.	1931	s	1931	    	1931	cau		monograph	eng		Fiction			Cold embers, | a romance of old California, | $c: by Corinne King Wright.
uc1.$b243769	006498346	1813936	PZ3.I739Yo	Irwin, Will,	1873-1948.	New York|A. A. Knopf|1925.	1925	s	1925	    	1925	nyu		monograph	eng		Fiction			Youth rides west; | a story of the seventies, | $c: by Will Irwin.
uc1.$b243789	006498359	1448667	PZ4.J495Me	Jenkins, Cecil.		New York|Dodd, Mead|1961	1961	s	1961	    	1961	nyu		monograph	eng		Fiction			Message from Sirius.
uc1.$b243828	006498382	1805221	PZ3.K988Gri	Kyne, Peter B. (Peter Bernard),	1880-1957.	New York|Cosmopolitan book corporation|1931.	1931	s	1931	    	1931	nyu		monograph	eng		Fiction			The gringo privateer ; and Island of desire.
uc1.$b243889	006498421	5034911		Paterson, Isabel.		New York|Literary Guild|1933.	1933	s	1933	    	1933	nyu		monograph	eng		Fiction			Never ask the end / | $c: Isabel Paterson.
uc1.$b243937	006498454	9333307	PZ3.M31374Gay2	Manhood, H. A. (Harold Alfred),	1904-	New York|The Viking press|1931.	1931	s	1931	    	1931	nyu		monograph	eng		Fiction			Gay agony, | $c: by H. A. Manhood.
uc1.$b243943	006498459	1356538	PZ3.N794Bu	Norris, Kathleen Thompson,	1880-1966.	Garden City, N.Y.|Doubleday, Page & Company|1923.	1923	s	1923	    	1923	nyu		monograph	eng		Fiction		[1st ed.]	Butterfly, | $c: by Kathleen Norris; frontispiece by C. Allan Gilbert.
uc1.$b243947	006498462	24242952		Phelps, Gilbert.		New York|Day|1955.	1955	s	1955	    	1955	nyu		monograph	eng		Fiction		1st American ed.	A man in his prime : | a novel / | $c: by Gilbert Phelps.
uc1.$b244067	006498542	933573	PZ4.O98Lo	Owens, William A.,	1905-1990.	New York|Atheneum|1963.	1963	s	1963	    	1963	nyu		monograph	eng		Fiction		[1st ed.]	Look to the river.
uc1.$b244079	006498549	715825	PZ3.P2795I	Paul, Elliot,	1891-1958.	New York|Random House|1945	1945	s	1945	    	1945	nyu	copy 2	monograph	eng		Fiction			I'll hate myself in the morning and Summer in December, | $c: by Elliot Paul.
uc1.$b244096	006498559	3684210	PZ3.N458YoPS3527.E8643	Newhouse, Edward,	1911-	New York|Macaulay|c1934	1934	s	1934	    	1934	nyu		monograph	eng		Fiction|Bibliographies			You can't sleep here.
uc1.$b244111	006498572	2311879	PZ3.M8657Co	Mourning Dove,	1888-1936.	Boston|The Four Seas Company|c1927	1927	s	1927	    	1927	mau		monograph	eng	Indians of North America|Fiction	Fiction|ContainsBiogMaterial			"Co-ge-we-a, the half blood; | a depiction of the great Montana cattle range, | $c: by Hum-ishu-ma, ""Mourning Dove"" ... given through Sho-pow tan, with notes and biographical sketch by Lucullus Virgil McWhorter."
uc1.$b244218	006498648	13472419		Fulton, Dote.		New York|Macaulay|c1935.	1935	s	1935	    	1935	nyu		monograph	eng		Fiction			Darkness from dawn / | $c: by Dote Fulton.
uc1.$b244236	006498661	1689957	PZ3.F5842Th	Fitzsimmons, Cortland,	1893-1949.	New York|Frederick A. Stokes Company|1941.	1941	s	1941	    	1941	nyu		monograph	eng		Fiction			This - is murder! / | $c: by Cortland Fitzsimmons and Gerald Adams.
uc1.$b244251	006498671	13377484		Dyson, Edward George,	1865-1931.	Sydney, Austral.|Cornstalk Publishing Company|1929.	1929	s	1929	    	1929	at 		monograph	eng		Fiction			The golden shanty, | $c: by Edward Dyson ...
uc1.$b244252	006498672	1949100		Ferber, Nat J. (Nat Joseph),	1889-1945.	Chicago|P. Covici|1927.	1927	s	1927	    	1927	ilu		monograph	eng		Fiction			Sidewalks of New York, | $c: by Nat J. Ferber.
uc1.$b244293	006498701	9139431		Wister, Owen,	1860-1938.	New York|Macmillan|1928.	1928	s	1928	    	1928	nyu		monograph	eng		Fiction		Safe in the arms of Croesus; Philosophy four; Mother; With the coin of her life; Stanwick's business; The simple spelling-bee; The honeymoon-shiners.	Safe in the arms of Croesus.
uc1.$b244300	006498706	7649756		Yardley, Herbert O. (Herbert Osborn),	1889-1958.	New York|Longmans, Green and Co.|c1934.	1934	s	1934	    	1934	nyu		monograph	eng		Fiction			Red sun of Nippon / | $c: by Herbert O. Yardley.
uc1.$b244350	006498734	1896416		Brand, Max,	1892-1944.	New York|A. L. Burt Company|1923	1923	s	1923	    	1923	nyu		monograph	eng		Fiction			The long, long trail : a western story / | $c: by George Owen Baxter.
uc1.$b244481	006498819	10339494	PZ3.R4345Ba	Rideout, Henry Milner,	1877-1927.	New York|Duffield and Company|1923.	1923	s	1923	    	1923	nyu		monograph	eng		Fiction			Barbry, | $c: by Henry Milner Rideout.
uc1.$b244482	006498820	991777	PZ4.R528Th	Richie, Donald,	1924-	Rutland, Vt.|Tuttle|1956	1956	s	1956	    	1956	vtu		monograph	eng	Allied occupation, 1945-1952|Fiction|History	Fiction	Japan	[1st ed.]	This scorching earth; | a novel.
uc1.$b244492	006498827	7096256	PZ3.R4345Ma	Rideout, Henry Milner,	1877-1927.	New York|Duffield and Company|1924.	1924	s	1924	    	1924	nyu		monograph	eng		Fiction			Man eater, | $c: by Henry Milner Rideout.
uc1.$b244494	006498829	3736974				Framingham, Ma.|1923.	1923	s	1923	    	1923	mau		monograph	eng	Paper|Entertaining|Catalogs	Fiction		10th annual edition.	Dennison's gala book ; | a book giving suggestions for St. Valentine's day, St. Patrick's day, patriotic occasions, Easter week, April Fool's day, May day.
uc1.$b244546	006498865	5380508	PZ3.S115Ri	Sabin, Edwin L. (Edwin Legrand),	1870-1952.	Philadelphia|Macrae Smith Company|1926.	1926	s	1926	    	1926	pau		monograph	eng	Mexican War, 1846-1848|Fiction	Fiction			Rio Bravo; | a romance of the Texas frontier, | $c: by Edwin L. Sabin.
uc1.$b244547	006498866	3359195		Sabin, Edwin L. (Edwin Legrand),	1870-1952.	New York|A.L. Burt Co.|c1923.	1923	s	1923	    	1923	nyu		monograph	eng		Fiction			The rose of Santa Fé / | $c: by Edwin L. Sabin.
uc1.$b244558	006498873	3112152	PZ3.R9555Man	Ryan, Jessica.		Garden City, N. Y.|Pub. for the Crime Club by Doubleday, Doran|1945.	1945	s	1945	    	1945	nyu		monograph	eng		Fiction			The man who asked why, | $c: by Jessica Ryan.
uc1.$b244568	006498879	10196203		Robertson, E. Arnot (Eileen Arnot),	1903-1961.	Garden City, N.Y.|Garden City publishing company, inc.|c1929	1929	s	1929	    	1929	nyu		monograph	eng		Fiction			Three came unarmed, | $c: by E. Arnot Robertson...
uc1.$b244589	006498896	1693084	PZ3.R7316Ch	Rosmond, Babette.		New York|Harcourt, Brace|1956	1956	s	1956	    	1956	nyu		monograph	eng		Fiction		[1st ed.]	The children, | a comedy for grownups.
uc1.$b244593	006498899	14443503		Rose, Emma Loomis.		Boston|R.G. Badger|c1929	1929	s	1929	    	1929	mau		monograph	eng		Fiction		The better mouse trap.--Ears to hear.--Little Preach.--Hands.--The spirit of San Francisco.--Many mansions.--Kinship.--Consider the lilies.--Harrowing moments.--Balm of Gilead.--Parents - fond and irate.--Coincidences.	The better mouse trap, | $c: by Emma Loomis Rose.
uc1.$b244600	006498905	1808654	PZ3.R6123Yo	Roden, H. W. (Henry Wisdom),	1895-	New York|Books Inc.|Distributed by W. Morrow & Company|c1944.	1944	s	1944	    	1944	nyu		monograph	eng		Fiction			You only hang once / | $c:  H.W. Roden.
uc1.$b244602	006498907	4564482	PZ3.R626Se	Roeburt, John.		New York|S.Curl, inc.|1947.	1947	s	1947	    	1947	nyu		monograph	eng		Fiction			Seneca, U.S.A., | $c: by John Roeburt.
uc1.$b244814	006499040	3676684	PZ3.S5683Lau	Sidgwick, Ethel,	1877-1970.	Boston|Small, Maynard|c1924	1924	s	1924	    	1924	mau		monograph	eng		Fiction			Laura; | a cautionary story, | $c: by Ethel Sidgwick.
uc1.$b244864	006499075	14074284	PZ3.S329Du	Schindler, Gordon.		Los Angeles|Arnold Press|c1944.	1944	s	1944	    	1944	cau		monograph	eng		Fiction			Dust bowl sailor / | $c: Gordon Schindler.
uc1.$b244987	006499169	12673907		Stone, William Leete,	1891-	Portland, Me.|Falmouth Publishing House|1941.	1941	s	1941	    	1941	meu		monograph	eng		Fiction			Serene : | a Maine fishing story / | $c: by William Leete Stone.
uc1.$b245035	006499195	9401545		Van Vechten, Carl,	1880-1964.	New York|A.A. Knopf|1924, c1922.	1924	s	1924	    	1924	nyu		monograph	eng		Fiction			Peter Whiffle; | his life and works.
nyp.33433076040744	006499195	9401545		Van Vechten, Carl,	1880-1964.	New York|A.A. Knopf|1924, c1922.	1924	s	1924	    	1924	nyu		monograph	eng		Fiction			Peter Whiffle; | his life and works.
uc1.$b245092	006499236	1632938	PZ3.W1385Man	Wakeman, Frederic,	1909-	New York|Dial Press|1953.	1953	s	1953	    	1953	nyu		monograph	eng		Fiction			Mandrake root.
uc1.$b245113	006499251	1672362	PZ3.T4247Co	Thurburn, Rose.		New York|Morrow|1953	1953	s	1953	    	1953	nyu		monograph	eng		Fiction			The colour of the glass.
uc1.$b245168	006499277	7114246	PZ3.W1815Ro	Walz, Audrey.		New York|Duell, Sloan and Pearce|1944	1944	s	1944	    	1944	nyu		monograph	eng		Fiction			A rope of sand | $c: [by] Francis Bonnamy [pseud.]
uc1.$b245222	006499312	7951395		Williams, Ben Ames,	1889-1953.	New York|E. P. Dutton|1923, c1922.	1923	c	1923	1922	1923	nyu		monograph	eng		Fiction			Black pawl / | $c: by Ben Ames Williams.
uc1.$b245236	006499323	8498069		Trimble, Louis.		New York|Phoenix press|c1945	1945	s	1945	    	1945	nyu		monograph	eng		Fiction			Murder trouble.
uc1.$b245278	006499349	1160845	PZ3.L578Fr	Levin, Meyer,	1905-1981.	New York|The John Day company|c1930.	1930	s	1930	    	1930	nyu		monograph	eng		Fiction			Frankie and Johnnie : | a love story / | $c: by Meyer Levin.
uc1.$b245280	006499351	1149350	PZ3.L578Ye	Levin, Meyer,	1905-1981.	New York|J. Cape & H. Smith|c1931.	1931	s	1931	    	1931	nyu		monograph	eng		Fiction			Yehuda / | $c: by Meyer Levin.
uc1.$b248115	006501138	8439981		Arthur, T. S. (Timothy Shay),	1809-1885.	Philadelphia|John E. Potter|186-	1960	q	1960	1969	"<estimate=""[186-]"">"	pau		monograph	eng		Fiction			Nothing but money / | $c: by T.S. Arthur.
uc1.$b248123	006501142	11620091	PZ3.B123Har	Bacheller, Irving,	1859-1950.	New York|Frederick A. Stokes Company|1934.	1934	s	1934	    	1934	nyu		monograph	eng		Fiction			The harvesting, | $c: by Irving Bacheller ...
uc1.$b248698	006501536	1139534	PN6161.G43	Gibbs, Wolcott,	1902-1958.	New York|W. Morrow & co.|1931.	1931	s	1931	    	1931	nyu		monograph	eng		Fiction			Bird life at the pole, | $c: by Commander Christopher Robin as told to Wolcott Gibbs; pictures by Bruton & Bruton.
